x-axis,V_INC,V_OUT
second,Volt,Volt
-3.56192000E+00,-125.00000E-03,+62.50000E-03
-3.56188000E+00,-125.00000E-03,+62.50000E-03
-3.56184000E+00,-0.0E+00,+125.00000E-03
-3.56180000E+00,-125.00000E-03,+125.00000E-03
-3.56176000E+00,-125.00000E-03,+125.00000E-03
-3.56172000E+00,-250.00000E-03,+62.50000E-03
-3.56168000E+00,-125.00000E-03,+62.50000E-03
-3.56164000E+00,-125.00000E-03,+62.50000E-03
-3.56160000E+00,-250.00000E-03,+62.50000E-03
-3.56156000E+00,-125.00000E-03,+62.50000E-03
-3.56152000E+00,-0.0E+00,+62.50000E-03
-3.56148000E+00,-125.00000E-03,+62.50000E-03
-3.56144000E+00,-125.00000E-03,+62.50000E-03
-3.56140000E+00,-125.00000E-03,+0.0E+00
-3.56136000E+00,-125.00000E-03,+62.50000E-03
-3.56132000E+00,-0.0E+00,+62.50000E-03
-3.56128000E+00,-125.00000E-03,+0.0E+00
-3.56124000E+00,-0.0E+00,+0.0E+00
-3.56120000E+00,-125.00000E-03,+62.50000E-03
-3.56116000E+00,-125.00000E-03,+0.0E+00
-3.56112000E+00,-0.0E+00,+62.50000E-03
-3.56108000E+00,-125.00000E-03,+62.50000E-03
-3.56104000E+00,-250.00000E-03,+125.00000E-03
-3.56100000E+00,-125.00000E-03,+62.50000E-03
-3.56096000E+00,-125.00000E-03,+125.00000E-03
-3.56092000E+00,-125.00000E-03,+62.50000E-03
-3.56088000E+00,-125.00000E-03,+62.50000E-03
-3.56084000E+00,-0.0E+00,+62.50000E-03
-3.56080000E+00,-125.00000E-03,+62.50000E-03
-3.56076000E+00,-250.00000E-03,+125.00000E-03
-3.56072000E+00,-125.00000E-03,+62.50000E-03
-3.56068000E+00,-125.00000E-03,+125.00000E-03
-3.56064000E+00,-125.00000E-03,+62.50000E-03
-3.56060000E+00,-250.00000E-03,+125.00000E-03
-3.56056000E+00,-125.00000E-03,+62.50000E-03
-3.56052000E+00,-125.00000E-03,+62.50000E-03
-3.56048000E+00,-125.00000E-03,+0.0E+00
-3.56044000E+00,-125.00000E-03,+62.50000E-03
-3.56040000E+00,-125.00000E-03,+62.50000E-03
-3.56036000E+00,-125.00000E-03,+62.50000E-03
-3.56032000E+00,-125.00000E-03,+62.50000E-03
-3.56028000E+00,-250.00000E-03,+62.50000E-03
-3.56024000E+00,-0.0E+00,+62.50000E-03
-3.56020000E+00,+0.0E+00,+62.50000E-03
-3.56016000E+00,-125.00000E-03,+125.00000E-03
-3.56012000E+00,-0.0E+00,+62.50000E-03
-3.56008000E+00,-250.00000E-03,+62.50000E-03
-3.56004000E+00,-125.00000E-03,+62.50000E-03
-3.56000000E+00,-125.00000E-03,+125.00000E-03
-3.55996000E+00,-125.00000E-03,+62.50000E-03
-3.55992000E+00,-125.00000E-03,+62.50000E-03
-3.55988000E+00,-125.00000E-03,+62.50000E-03
-3.55984000E+00,-125.00000E-03,+0.0E+00
-3.55980000E+00,-125.00000E-03,+125.00000E-03
-3.55976000E+00,-125.00000E-03,+62.50000E-03
-3.55972000E+00,-0.0E+00,+62.50000E-03
-3.55968000E+00,+0.0E+00,+62.50000E-03
-3.55964000E+00,+0.0E+00,+0.0E+00
-3.55960000E+00,+0.0E+00,+62.50000E-03
-3.55956000E+00,-125.00000E-03,+62.50000E-03
-3.55952000E+00,-250.00000E-03,+62.50000E-03
-3.55948000E+00,-0.0E+00,+125.00000E-03
-3.55944000E+00,-125.00000E-03,+62.50000E-03
-3.55940000E+00,-125.00000E-03,+0.0E+00
-3.55936000E+00,-125.00000E-03,+125.00000E-03
-3.55932000E+00,-125.00000E-03,+0.0E+00
-3.55928000E+00,-125.00000E-03,+62.50000E-03
-3.55924000E+00,-0.0E+00,+125.00000E-03
-3.55920000E+00,-125.00000E-03,+62.50000E-03
-3.55916000E+00,-0.0E+00,+62.50000E-03
-3.55912000E+00,+0.0E+00,+62.50000E-03
-3.55908000E+00,-125.00000E-03,+62.50000E-03
-3.55904000E+00,-125.00000E-03,+62.50000E-03
-3.55900000E+00,-125.00000E-03,+62.50000E-03
-3.55896000E+00,-125.00000E-03,+62.50000E-03
-3.55892000E+00,-250.00000E-03,+62.50000E-03
-3.55888000E+00,-125.00000E-03,+0.0E+00
-3.55884000E+00,-0.0E+00,+62.50000E-03
-3.55880000E+00,+0.0E+00,+62.50000E-03
-3.55876000E+00,+0.0E+00,+125.00000E-03
-3.55872000E+00,-125.00000E-03,+0.0E+00
-3.55868000E+00,-250.00000E-03,+62.50000E-03
-3.55864000E+00,-0.0E+00,+125.00000E-03
-3.55860000E+00,-125.00000E-03,+0.0E+00
-3.55856000E+00,-125.00000E-03,+125.00000E-03
-3.55852000E+00,-125.00000E-03,+62.50000E-03
-3.55848000E+00,-125.00000E-03,+62.50000E-03
-3.55844000E+00,-125.00000E-03,+62.50000E-03
-3.55840000E+00,-125.00000E-03,+0.0E+00
-3.55836000E+00,-125.00000E-03,+62.50000E-03
-3.55832000E+00,-250.00000E-03,+62.50000E-03
-3.55828000E+00,-125.00000E-03,+125.00000E-03
-3.55824000E+00,-125.00000E-03,+0.0E+00
-3.55820000E+00,-125.00000E-03,+125.00000E-03
-3.55816000E+00,-250.00000E-03,+62.50000E-03
-3.55812000E+00,-125.00000E-03,+125.00000E-03
