x-axis,V_INC,V_OUT
second,Volt,Volt
-30.0000E-03,-195.3125E-03,-5.8594E-03
-29.7000E-03,-195.3125E-03,+0.0E+00
-29.4000E-03,-195.3125E-03,-5.8594E-03
-29.1000E-03,-195.3125E-03,+0.0E+00
-28.8000E-03,-195.3125E-03,+5.8594E-03
-28.5000E-03,-195.3125E-03,+0.0E+00
-28.2000E-03,-214.8438E-03,+0.0E+00
-27.9000E-03,-195.3125E-03,+0.0E+00
-27.6000E-03,-214.8438E-03,+0.0E+00
-27.3000E-03,-195.3125E-03,+0.0E+00
-27.0000E-03,-214.8438E-03,+5.8594E-03
-26.7000E-03,-195.3125E-03,+5.8594E-03
-26.4000E-03,-214.8437E-03,+0.0E+00
-26.1000E-03,-195.3125E-03,+0.0E+00
-25.8000E-03,-195.3125E-03,+0.0E+00
-25.5000E-03,-195.3125E-03,+0.0E+00
-25.2000E-03,-195.3125E-03,+5.8594E-03
-24.9000E-03,-195.3125E-03,+5.8594E-03
-24.6000E-03,-195.3125E-03,-0.0E+00
-24.3000E-03,-214.8438E-03,-5.8594E-03
-24.0000E-03,-214.8437E-03,+0.0E+00
-23.7000E-03,-195.3125E-03,+0.0E+00
-23.4000E-03,-195.3125E-03,+0.0E+00
-23.1000E-03,-214.8438E-03,+5.8594E-03
-22.8000E-03,-214.8437E-03,+5.8594E-03
-22.5000E-03,-195.3125E-03,+0.0E+00
-22.2000E-03,-195.3125E-03,+0.0E+00
-21.9000E-03,-195.3125E-03,+0.0E+00
-21.6000E-03,-195.3125E-03,+5.8594E-03
-21.3000E-03,-195.3125E-03,+5.8594E-03
-21.0000E-03,-195.3125E-03,+5.8594E-03
-20.7000E-03,-195.3125E-03,+0.0E+00
-20.4000E-03,-195.3125E-03,+5.8594E-03
-20.1000E-03,-195.3125E-03,+0.0E+00
-19.8000E-03,-195.3125E-03,+0.0E+00
-19.5000E-03,-195.3125E-03,+0.0E+00
-19.2000E-03,-195.3125E-03,+5.8594E-03
-18.9000E-03,-195.3125E-03,+5.8594E-03
-18.6000E-03,-195.3125E-03,+5.8594E-03
-18.3000E-03,-195.3125E-03,+5.8594E-03
-18.0000E-03,-195.3125E-03,+5.8594E-03
-17.7000E-03,-195.3125E-03,+5.8594E-03
-17.4000E-03,-195.3125E-03,+5.8594E-03
-17.1000E-03,-195.3125E-03,+5.8594E-03
-16.8000E-03,-195.3125E-03,+5.8594E-03
-16.5000E-03,-195.3125E-03,+5.8594E-03
-16.2000E-03,-195.3125E-03,+11.7188E-03
-15.9000E-03,-195.3125E-03,+11.7188E-03
-15.6000E-03,-195.3125E-03,+11.7187E-03
-15.3000E-03,-195.3125E-03,+5.8594E-03
-15.0000E-03,-195.3125E-03,+5.8594E-03
