x-axis,V_INC,V_OUT
second,Volt,Volt
-3.4555000E+00,-312.5000E-03,+62.5000E-03
-3.4549000E+00,-312.5000E-03,+62.5000E-03
-3.4543000E+00,-182.2917E-03,+114.5833E-03
-3.4537000E+00,-156.2500E-03,+20.8333E-03
-3.4531000E+00,-156.2500E-03,+104.1667E-03
-3.4525000E+00,-286.4583E-03,+125.0000E-03
-3.4519000E+00,-312.5000E-03,+20.8333E-03
-3.4513000E+00,-182.2917E-03,+52.0833E-03
-3.4507000E+00,-286.4583E-03,+10.4167E-03
-3.4501000E+00,-182.2917E-03,+52.0833E-03
-3.4495000E+00,-156.2500E-03,+114.5833E-03
-3.4489000E+00,-156.2500E-03,+20.8333E-03
-3.4483000E+00,-156.2500E-03,+0.0E+00
-3.4477000E+00,-156.2500E-03,+104.1667E-03
-3.4471000E+00,-286.4583E-03,+72.9167E-03
-3.4465000E+00,-182.2917E-03,+114.5833E-03
-3.4459000E+00,-286.4583E-03,+20.8333E-03
-3.4453000E+00,-182.2917E-03,+104.1667E-03
-3.4447000E+00,-26.0417E-03,+20.8333E-03
-3.4441000E+00,-260.4167E-03,+0.0E+00
-3.4435000E+00,-312.5000E-03,+0.0E+00
-3.4429000E+00,-312.5000E-03,+52.0833E-03
-3.4423000E+00,-182.2917E-03,+62.5000E-03
-3.4417000E+00,-156.2500E-03,+114.5833E-03
-3.4411000E+00,-286.4583E-03,+72.9167E-03
-3.4405000E+00,-52.0833E-03,+114.5833E-03
-3.4399000E+00,-260.4167E-03,+125.0000E-03
-3.4393000E+00,-312.5000E-03,+125.0000E-03
-3.4387000E+00,-312.5000E-03,+20.8333E-03
-3.4381000E+00,-312.5000E-03,+52.0833E-03
-3.4375000E+00,-182.2917E-03,+62.5000E-03
-3.4369000E+00,-156.2500E-03,+62.5000E-03
-3.4363000E+00,-156.2500E-03,+10.4167E-03
-3.4357000E+00,-156.2500E-03,+52.0833E-03
-3.4351000E+00,-26.0417E-03,+114.5833E-03
-3.4345000E+00,-130.2083E-03,+72.9167E-03
-3.4339000E+00,-156.2500E-03,+114.5833E-03
-3.4333000E+00,-286.4583E-03,+125.0000E-03
