x-axis,VREF,VOUT_FILT
second,Volt,Volt
+156.0000E-03,+843.7500E-03,-437.5000E-03
+156.5000E-03,+1.3125000E+00,-281.2500E-03
+157.0000E-03,+1.3125000E+00,-281.2500E-03
+157.5000E-03,+1.4687500E+00,-125.0000E-03
+158.0000E-03,+1.9375000E+00,-281.2500E-03
+158.5000E-03,+1.9375000E+00,-125.0000E-03
+159.0000E-03,+2.4062500E+00,-281.2500E-03
+159.5000E-03,+2.4062500E+00,-125.0000E-03
+160.0000E-03,+2.7187500E+00,-281.2500E-03
+160.5000E-03,+2.8750000E+00,-125.0000E-03
+161.0000E-03,+3.1875000E+00,-281.2500E-03
+161.5000E-03,+3.3437500E+00,+343.7500E-03
+162.0000E-03,+3.5000000E+00,+500.0000E-03
+162.5000E-03,+3.8125000E+00,+1.1250000E+00
+163.0000E-03,+3.9687500E+00,+1.5937500E+00
+163.5000E-03,+3.8125000E+00,+2.0625000E+00
+164.0000E-03,+3.9687500E+00,+2.5312500E+00
+164.5000E-03,+3.8125000E+00,+3.1562500E+00
+165.0000E-03,+3.6562500E+00,+3.3125000E+00
+165.5000E-03,+3.8125000E+00,+3.4687500E+00
+166.0000E-03,+3.9687500E+00,+3.3125000E+00
+166.5000E-03,+4.1250000E+00,+3.6250000E+00
+167.0000E-03,+4.4375000E+00,+3.6250000E+00
+167.5000E-03,+4.5937500E+00,+3.4687500E+00
+168.0000E-03,+4.9062500E+00,+3.4687500E+00
+168.5000E-03,+5.3750000E+00,+3.3125000E+00
+169.0000E-03,+5.3750000E+00,+3.4687500E+00
+169.5000E-03,+5.6875000E+00,+3.3125000E+00
+170.0000E-03,+6.0000000E+00,+3.3125000E+00
+170.5000E-03,+6.3125000E+00,+3.4687500E+00
+171.0000E-03,+6.4687500E+00,+3.4687500E+00
+171.5000E-03,+6.7812500E+00,+3.4687500E+00
+172.0000E-03,+6.7812500E+00,+3.3125000E+00
+172.5000E-03,+6.9375000E+00,+3.3125000E+00
+173.0000E-03,+7.0937500E+00,+3.3125000E+00
+173.5000E-03,+7.2500000E+00,+3.3125000E+00
+174.0000E-03,+7.5625000E+00,+3.1562500E+00
+174.5000E-03,+7.8750000E+00,+3.3125000E+00
+175.0000E-03,+7.8750000E+00,+3.4687500E+00
+175.5000E-03,+8.1875000E+00,+3.3125000E+00
+176.0000E-03,+8.0312500E+00,+3.3125000E+00
+176.5000E-03,+8.3437500E+00,+3.3125000E+00
+177.0000E-03,+8.3437500E+00,+3.1562500E+00
+177.5000E-03,+8.6562500E+00,+3.4687500E+00
+178.0000E-03,+8.6562500E+00,+3.3125000E+00
+178.5000E-03,+8.9687500E+00,+3.3125000E+00
+179.0000E-03,+8.9687500E+00,+3.4687500E+00
+179.5000E-03,+9.4375000E+00,+3.3125000E+00
+180.0000E-03,+9.2812500E+00,+3.1562500E+00
+180.5000E-03,+9.4375000E+00,+3.1562500E+00
+181.0000E-03,+9.5937500E+00,+3.4687500E+00
+181.5000E-03,+9.9062500E+00,+3.1562500E+00
+182.0000E-03,+9.7500000E+00,+3.1562500E+00
+182.5000E-03,+9.9062500E+00,+3.3125000E+00
+183.0000E-03,+10.0625000E+00,+3.1562500E+00
+183.5000E-03,+10.0625000E+00,+3.3125000E+00
+184.0000E-03,+10.3750000E+00,+3.3125000E+00
+184.5000E-03,+10.2187500E+00,+3.3125000E+00
+185.0000E-03,+10.3750000E+00,+3.1562500E+00
+185.5000E-03,+10.3750000E+00,+3.3125000E+00
+186.0000E-03,+10.5312500E+00,+3.3125000E+00
