x-axis,V_INS,V_INC,V_OUT
second,Volt,Volt,Volt
-2.72172000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-2.72168000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-2.72164000E+00,-127.50006E-03,+0.0E+00,+125.00000E-03
-2.72160000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-2.72156000E+00,-127.50006E-03,-250.00000E-03,+125.00000E-03
-2.72152000E+00,-127.50006E-03,-250.00000E-03,+125.00000E-03
-2.72148000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-2.72144000E+00,-283.75006E-03,-250.00000E-03,+62.50000E-03
-2.72140000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72136000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-2.72132000E+00,+28.74994E-03,-125.00000E-03,+125.00000E-03
-2.72128000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-2.72124000E+00,-283.75006E-03,+0.0E+00,+62.50000E-03
-2.72120000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72116000E+00,-283.75006E-03,-0.0E+00,+62.50000E-03
-2.72112000E+00,-283.75006E-03,-125.00000E-03,+62.50000E-03
-2.72108000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72104000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-2.72100000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72096000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-2.72092000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-2.72088000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-2.72084000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72080000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-2.72076000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-2.72072000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72068000E+00,-127.50006E-03,-250.00000E-03,+62.50000E-03
-2.72064000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-2.72060000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-2.72056000E+00,-127.50006E-03,+0.0E+00,+0.0E+00
-2.72052000E+00,-283.75006E-03,-125.00000E-03,+62.50000E-03
-2.72048000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72044000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-2.72040000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-2.72036000E+00,-283.75006E-03,-125.00000E-03,+62.50000E-03
-2.72032000E+00,-440.00006E-03,-0.0E+00,+62.50000E-03
-2.72028000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-2.72024000E+00,+28.74994E-03,-0.0E+00,+125.00000E-03
-2.72020000E+00,-127.50006E-03,-250.00000E-03,+125.00000E-03
-2.72016000E+00,-283.75006E-03,-250.00000E-03,+125.00000E-03
-2.72012000E+00,+28.74994E-03,-0.0E+00,+62.50000E-03
-2.72008000E+00,-127.50006E-03,+0.0E+00,+125.00000E-03
-2.72004000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-2.72000000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-2.71996000E+00,-127.50006E-03,-250.00000E-03,+62.50000E-03
-2.71992000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
