x-axis,V_INC,V_OUT
second,Volt,Volt
-4.19652000E+00,-312.50000E-03,+62.50000E-03
-4.19648000E+00,-312.50000E-03,+62.50000E-03
-4.19644000E+00,-312.50000E-03,+62.50000E-03
-4.19640000E+00,-156.25000E-03,+0.0E+00
-4.19636000E+00,-156.25000E-03,+0.0E+00
-4.19632000E+00,-156.25000E-03,+62.50000E-03
-4.19628000E+00,-156.25000E-03,+125.00000E-03
-4.19624000E+00,-312.50000E-03,+62.50000E-03
-4.19620000E+00,-156.25000E-03,+62.50000E-03
-4.19616000E+00,-312.50000E-03,+125.00000E-03
-4.19612000E+00,-156.25000E-03,+62.50000E-03
-4.19608000E+00,-312.50000E-03,+62.50000E-03
-4.19604000E+00,-0.0E+00,+62.50000E-03
-4.19600000E+00,-312.50000E-03,+62.50000E-03
-4.19596000E+00,-312.50000E-03,+125.00000E-03
-4.19592000E+00,-156.25000E-03,+125.00000E-03
-4.19588000E+00,-156.25000E-03,+62.50000E-03
-4.19584000E+00,-156.25000E-03,+125.00000E-03
-4.19580000E+00,-156.25000E-03,+125.00000E-03
-4.19576000E+00,-156.25000E-03,+0.0E+00
-4.19572000E+00,-156.25000E-03,+62.50000E-03
-4.19568000E+00,-312.50000E-03,+62.50000E-03
-4.19564000E+00,-312.50000E-03,+125.00000E-03
-4.19560000E+00,-156.25000E-03,+62.50000E-03
-4.19556000E+00,-312.50000E-03,+125.00000E-03
-4.19552000E+00,-156.25000E-03,+62.50000E-03
-4.19548000E+00,-156.25000E-03,+62.50000E-03
-4.19544000E+00,-156.25000E-03,+62.50000E-03
-4.19540000E+00,-156.25000E-03,+0.0E+00
-4.19536000E+00,-156.25000E-03,+62.50000E-03
-4.19532000E+00,-312.50000E-03,+125.00000E-03
-4.19528000E+00,-312.50000E-03,+125.00000E-03
-4.19524000E+00,-312.50000E-03,+62.50000E-03
-4.19520000E+00,-312.50000E-03,+62.50000E-03
-4.19516000E+00,-156.25000E-03,+0.0E+00
-4.19512000E+00,-156.25000E-03,+62.50000E-03
-4.19508000E+00,-156.25000E-03,+62.50000E-03
-4.19504000E+00,-312.50000E-03,+0.0E+00
-4.19500000E+00,-156.25000E-03,+0.0E+00
-4.19496000E+00,-156.25000E-03,+62.50000E-03
-4.19492000E+00,-156.25000E-03,+125.00000E-03
-4.19488000E+00,-312.50000E-03,+62.50000E-03
-4.19484000E+00,-312.50000E-03,+62.50000E-03
-4.19480000E+00,-156.25000E-03,+62.50000E-03
-4.19476000E+00,-156.25000E-03,+125.00000E-03
-4.19472000E+00,-156.25000E-03,+62.50000E-03
-4.19468000E+00,-156.25000E-03,+62.50000E-03
-4.19464000E+00,-312.50000E-03,+62.50000E-03
-4.19460000E+00,-156.25000E-03,+125.00000E-03
-4.19456000E+00,-156.25000E-03,+187.50000E-03
-4.19452000E+00,-156.25000E-03,+62.50000E-03
-4.19448000E+00,-156.25000E-03,+62.50000E-03
-4.19444000E+00,-156.25000E-03,+62.50000E-03
