x-axis,V_INS,V_INC,V_OUT
second,Volt,Volt,Volt
-2.71800000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71796000E+00,-0.0E+00,-156.25000E-03,+125.00000E-03
-2.71792000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71788000E+00,-0.0E+00,-156.25000E-03,+125.00000E-03
-2.71784000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71780000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71776000E+00,-312.50000E-03,-312.50000E-03,+62.50000E-03
-2.71772000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71768000E+00,-156.25000E-03,-312.50000E-03,+125.00000E-03
-2.71764000E+00,-0.0E+00,-312.50000E-03,+125.00000E-03
-2.71760000E+00,+0.0E+00,-156.25000E-03,+125.00000E-03
-2.71756000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71752000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71748000E+00,-0.0E+00,-156.25000E-03,+125.00000E-03
-2.71744000E+00,+0.0E+00,-0.0E+00,+62.50000E-03
-2.71740000E+00,+0.0E+00,-156.25000E-03,+62.50000E-03
-2.71736000E+00,-312.50000E-03,-0.0E+00,+62.50000E-03
-2.71732000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71728000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71724000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71720000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71716000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71712000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71708000E+00,-0.0E+00,-312.50000E-03,+62.50000E-03
-2.71704000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71700000E+00,-312.50000E-03,-312.50000E-03,+62.50000E-03
-2.71696000E+00,-0.0E+00,-156.25000E-03,+125.00000E-03
-2.71692000E+00,-312.50000E-03,-468.75000E-03,+125.00000E-03
-2.71688000E+00,-0.0E+00,-156.25000E-03,+62.50000E-03
-2.71684000E+00,-312.50000E-03,-312.50000E-03,+62.50000E-03
-2.71680000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71676000E+00,-156.25000E-03,-156.25000E-03,+0.0E+00
-2.71672000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71668000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71664000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71660000E+00,-0.0E+00,-156.25000E-03,+0.0E+00
-2.71656000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71652000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71648000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71644000E+00,-0.0E+00,-0.0E+00,+62.50000E-03
-2.71640000E+00,+0.0E+00,-156.25000E-03,+62.50000E-03
-2.71636000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71632000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71628000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71624000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71620000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71616000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71612000E+00,-156.25000E-03,-0.0E+00,+62.50000E-03
-2.71608000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71604000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71600000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71596000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71592000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71588000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71584000E+00,-0.0E+00,-312.50000E-03,+62.50000E-03
-2.71580000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71576000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71572000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71568000E+00,-0.0E+00,-156.25000E-03,+62.50000E-03
-2.71564000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71560000E+00,-156.25000E-03,-0.0E+00,+62.50000E-03
-2.71556000E+00,-0.0E+00,-312.50000E-03,+62.50000E-03
-2.71552000E+00,-312.50000E-03,-156.25000E-03,+125.00000E-03
-2.71548000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71544000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71540000E+00,-312.50000E-03,-312.50000E-03,+62.50000E-03
-2.71536000E+00,-156.25000E-03,-156.25000E-03,+0.0E+00
-2.71532000E+00,-156.25000E-03,-0.0E+00,+62.50000E-03
-2.71528000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71524000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71520000E+00,-0.0E+00,-156.25000E-03,+62.50000E-03
-2.71516000E+00,-156.25000E-03,-0.0E+00,+125.00000E-03
-2.71512000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71508000E+00,-156.25000E-03,-0.0E+00,+125.00000E-03
-2.71504000E+00,-0.0E+00,-156.25000E-03,+62.50000E-03
-2.71500000E+00,-156.25000E-03,-0.0E+00,+62.50000E-03
-2.71496000E+00,-312.50000E-03,-312.50000E-03,+62.50000E-03
-2.71492000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71488000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71484000E+00,-0.0E+00,-156.25000E-03,+62.50000E-03
-2.71480000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71476000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71472000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71468000E+00,-468.75000E-03,-156.25000E-03,+62.50000E-03
-2.71464000E+00,-156.25000E-03,-312.50000E-03,+125.00000E-03
-2.71460000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71456000E+00,-156.25000E-03,-0.0E+00,+125.00000E-03
-2.71452000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71448000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71444000E+00,-156.25000E-03,-0.0E+00,+62.50000E-03
-2.71440000E+00,-312.50000E-03,+0.0E+00,+62.50000E-03
-2.71436000E+00,-312.50000E-03,-312.50000E-03,+62.50000E-03
-2.71432000E+00,-312.50000E-03,-0.0E+00,+125.00000E-03
-2.71428000E+00,-156.25000E-03,+0.0E+00,+125.00000E-03
-2.71424000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71420000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71416000E+00,-156.25000E-03,-312.50000E-03,+62.50000E-03
-2.71412000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71408000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71404000E+00,-312.50000E-03,-312.50000E-03,+62.50000E-03
-2.71400000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71396000E+00,-0.0E+00,-156.25000E-03,+62.50000E-03
-2.71392000E+00,+0.0E+00,-156.25000E-03,+62.50000E-03
-2.71388000E+00,-156.25000E-03,-156.25000E-03,+125.00000E-03
-2.71384000E+00,-0.0E+00,-0.0E+00,+62.50000E-03
-2.71380000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71376000E+00,-312.50000E-03,-156.25000E-03,+125.00000E-03
-2.71372000E+00,-312.50000E-03,-156.25000E-03,+62.50000E-03
-2.71368000E+00,-0.0E+00,-156.25000E-03,+125.00000E-03
-2.71364000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
-2.71360000E+00,-156.25000E-03,-156.25000E-03,+62.50000E-03
