x-axis,V_INS,V_INC,V_OUT
second,Volt,Volt,Volt
-3.48648000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48644000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48640000E+00,-283.75006E-03,+125.00000E-03,+62.50000E-03
-3.48636000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-3.48632000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48628000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48624000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.48620000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48616000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48612000E+00,-283.75006E-03,-125.00000E-03,+62.50000E-03
-3.48608000E+00,+28.74994E-03,-0.0E+00,+62.50000E-03
-3.48604000E+00,-127.50006E-03,-250.00000E-03,+62.50000E-03
-3.48600000E+00,-283.75006E-03,-0.0E+00,+125.00000E-03
-3.48596000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48592000E+00,-283.75006E-03,-0.0E+00,+62.50000E-03
-3.48588000E+00,-127.50006E-03,+0.0E+00,+125.00000E-03
-3.48584000E+00,+28.74994E-03,-125.00000E-03,+62.50000E-03
-3.48580000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.48576000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48572000E+00,-127.50006E-03,+125.00000E-03,+62.50000E-03
-3.48568000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48564000E+00,+28.74994E-03,-125.00000E-03,+62.50000E-03
-3.48560000E+00,+28.74994E-03,-125.00000E-03,+62.50000E-03
-3.48556000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48552000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.48548000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-3.48544000E+00,+28.74994E-03,-125.00000E-03,+125.00000E-03
-3.48540000E+00,-127.50006E-03,-250.00000E-03,+62.50000E-03
-3.48536000E+00,+28.74994E-03,-125.00000E-03,+125.00000E-03
-3.48532000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-3.48528000E+00,-127.50006E-03,+0.0E+00,+0.0E+00
-3.48524000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48520000E+00,-127.50006E-03,-0.0E+00,+0.0E+00
-3.48516000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48512000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.48508000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48504000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.48500000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48496000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48492000E+00,+28.74994E-03,-0.0E+00,+62.50000E-03
-3.48488000E+00,-127.50006E-03,+0.0E+00,+125.00000E-03
-3.48484000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48480000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48476000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.48472000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48468000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.48464000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48460000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48456000E+00,-127.50006E-03,-250.00000E-03,+62.50000E-03
-3.48452000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48448000E+00,-283.75006E-03,-250.00000E-03,+62.50000E-03
-3.48444000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48440000E+00,-283.75006E-03,-0.0E+00,+125.00000E-03
-3.48436000E+00,-127.50006E-03,+0.0E+00,+0.0E+00
-3.48432000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.48428000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.48424000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
