x-axis,V_INS,V_INC,V_OUT
second,Volt,Volt,Volt
-3.95440000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95435000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95430000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-3.95425000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95420000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-3.95415000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-3.95410000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95405000E+00,-283.75006E-03,-125.00000E-03,+62.50000E-03
-3.95400000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95395000E+00,-283.75006E-03,-125.00000E-03,+62.50000E-03
-3.95390000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-3.95385000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95380000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-3.95375000E+00,-127.50006E-03,+0.0E+00,+187.50000E-03
-3.95370000E+00,-127.50006E-03,+0.0E+00,+0.0E+00
-3.95365000E+00,-283.75006E-03,+0.0E+00,+125.00000E-03
-3.95360000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-3.95355000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95350000E+00,-127.50006E-03,-0.0E+00,+125.00000E-03
-3.95345000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-3.95340000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-3.95335000E+00,+28.74994E-03,+125.00000E-03,+125.00000E-03
-3.95330000E+00,-283.75006E-03,+0.0E+00,+62.50000E-03
-3.95325000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-3.95320000E+00,+28.74994E-03,+0.0E+00,+125.00000E-03
-3.95315000E+00,-127.50006E-03,+0.0E+00,+125.00000E-03
-3.95310000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-3.95305000E+00,-283.75006E-03,-125.00000E-03,+0.0E+00
-3.95300000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-3.95295000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95290000E+00,-127.50006E-03,-250.00000E-03,+62.50000E-03
-3.95285000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.95280000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-3.95275000E+00,-283.75006E-03,-125.00000E-03,+62.50000E-03
-3.95270000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95265000E+00,-127.50006E-03,-125.00000E-03,+0.0E+00
-3.95260000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95255000E+00,-127.50006E-03,-125.00000E-03,+0.0E+00
-3.95250000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95245000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95240000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.95235000E+00,-127.50006E-03,+0.0E+00,+62.50000E-03
-3.95230000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95225000E+00,+28.74994E-03,-0.0E+00,+125.00000E-03
-3.95220000E+00,+28.74994E-03,-125.00000E-03,+125.00000E-03
-3.95215000E+00,-127.50006E-03,+125.00000E-03,+62.50000E-03
-3.95210000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95205000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95200000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95195000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95190000E+00,+28.74994E-03,-125.00000E-03,+125.00000E-03
-3.95185000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.95180000E+00,-283.75006E-03,-125.00000E-03,+125.00000E-03
-3.95175000E+00,-127.50006E-03,-125.00000E-03,+62.50000E-03
-3.95170000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
-3.95165000E+00,-127.50006E-03,+0.0E+00,+125.00000E-03
-3.95160000E+00,-127.50006E-03,-125.00000E-03,+125.00000E-03
-3.95155000E+00,-127.50006E-03,-0.0E+00,+62.50000E-03
