x-axis,V_INC,V_OUT
second,Volt,Volt
-3.11380000E+00,+0.0E+00,+62.50000E-03
-3.11376000E+00,-156.25000E-03,+125.00000E-03
-3.11372000E+00,-312.50000E-03,+62.50000E-03
-3.11368000E+00,-312.50000E-03,+125.00000E-03
-3.11364000E+00,-312.50000E-03,+62.50000E-03
-3.11360000E+00,-156.25000E-03,+125.00000E-03
-3.11356000E+00,-312.50000E-03,+62.50000E-03
-3.11352000E+00,-156.25000E-03,+62.50000E-03
-3.11348000E+00,-0.0E+00,+62.50000E-03
-3.11344000E+00,-156.25000E-03,+125.00000E-03
-3.11340000E+00,-312.50000E-03,+62.50000E-03
-3.11336000E+00,-312.50000E-03,+62.50000E-03
-3.11332000E+00,-312.50000E-03,+62.50000E-03
-3.11328000E+00,-156.25000E-03,+125.00000E-03
-3.11324000E+00,-312.50000E-03,+0.0E+00
-3.11320000E+00,-156.25000E-03,+125.00000E-03
-3.11316000E+00,-156.25000E-03,+62.50000E-03
-3.11312000E+00,-156.25000E-03,+187.50000E-03
-3.11308000E+00,-156.25000E-03,+62.50000E-03
-3.11304000E+00,-156.25000E-03,+125.00000E-03
-3.11300000E+00,-312.50000E-03,+125.00000E-03
-3.11296000E+00,-156.25000E-03,+125.00000E-03
-3.11292000E+00,-312.50000E-03,+62.50000E-03
-3.11288000E+00,-156.25000E-03,+62.50000E-03
-3.11284000E+00,-312.50000E-03,+62.50000E-03
-3.11280000E+00,-0.0E+00,+125.00000E-03
-3.11276000E+00,-156.25000E-03,+125.00000E-03
-3.11272000E+00,-156.25000E-03,+62.50000E-03
-3.11268000E+00,-156.25000E-03,+62.50000E-03
-3.11264000E+00,-156.25000E-03,+62.50000E-03
-3.11260000E+00,-156.25000E-03,+62.50000E-03
-3.11256000E+00,-312.50000E-03,+62.50000E-03
-3.11252000E+00,-156.25000E-03,+125.00000E-03
-3.11248000E+00,-156.25000E-03,+62.50000E-03
-3.11244000E+00,-156.25000E-03,+62.50000E-03
-3.11240000E+00,-312.50000E-03,+62.50000E-03
