x-axis,VREF,VOUT_FILT
second,Volt,Volt
-5.0000E+00,-250.0E-03,-93.8E-03
-4.9900E+00,-406.3E-03,-93.8E-03
-4.9800E+00,-562.5E-03,-250.0E-03
-4.9700E+00,-406.3E-03,-93.8E-03
-4.9600E+00,-406.3E-03,-250.0E-03
-4.9500E+00,-406.3E-03,-93.8E-03
-4.9400E+00,-250.0E-03,-93.8E-03
-4.9300E+00,-406.2E-03,-93.8E-03
-4.9200E+00,-250.0E-03,-93.8E-03
-4.9100E+00,-406.2E-03,+62.5E-03
-4.9000E+00,-562.5E-03,-93.7E-03
-4.8900E+00,-406.3E-03,-93.8E-03
-4.8800E+00,-562.5E-03,-250.0E-03
-4.8700E+00,-562.5E-03,-93.8E-03
-4.8600E+00,-250.0E-03,-93.8E-03
-4.8500E+00,-250.0E-03,-250.0E-03
-4.8400E+00,-250.0E-03,-250.0E-03
-4.8300E+00,-250.0E-03,-93.8E-03
-4.8200E+00,-406.2E-03,-93.8E-03
-4.8100E+00,-250.0E-03,-93.8E-03
-4.8000E+00,-406.2E-03,-250.0E-03
-4.7900E+00,-406.3E-03,+62.5E-03
-4.7800E+00,-406.3E-03,-93.7E-03
-4.7700E+00,-250.0E-03,-93.8E-03
-4.7600E+00,-250.0E-03,+62.5E-03
-4.7500E+00,-406.2E-03,-93.7E-03
-4.7400E+00,-406.3E-03,-93.8E-03
-4.7300E+00,-250.0E-03,-93.8E-03
-4.7200E+00,-406.2E-03,-93.8E-03
-4.7100E+00,-250.0E-03,-93.8E-03
-4.7000E+00,-406.2E-03,-93.8E-03
-4.6900E+00,-250.0E-03,-93.8E-03
-4.6800E+00,-250.0E-03,-93.8E-03
-4.6700E+00,-406.2E-03,-93.8E-03
-4.6600E+00,-250.0E-03,-250.0E-03
-4.6500E+00,-406.2E-03,-93.8E-03
-4.6400E+00,-406.3E-03,-250.0E-03
-4.6300E+00,-406.3E-03,-93.8E-03
-4.6200E+00,-406.3E-03,-250.0E-03
-4.6100E+00,-406.3E-03,-93.8E-03
-4.6000E+00,-250.0E-03,-250.0E-03
-4.5900E+00,-406.2E-03,-93.8E-03
-4.5800E+00,-406.3E-03,+62.5E-03
-4.5700E+00,-250.0E-03,-93.7E-03
-4.5600E+00,-250.0E-03,-93.8E-03
-4.5500E+00,-406.2E-03,-93.8E-03
-4.5400E+00,-406.3E-03,-93.8E-03
-4.5300E+00,-250.0E-03,-93.8E-03
-4.5200E+00,-250.0E-03,-93.8E-03
-4.5100E+00,-406.2E-03,-250.0E-03
-4.5000E+00,-250.0E-03,-93.8E-03
-4.4900E+00,-406.2E-03,-93.8E-03
